description,seriesId,economy,country,period,value,year
"access to electricity, % of population",EG.ELC.ACCS.ZS,TKM,Turkmenistan,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TUR,Turkiye,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TUN,Tunisia,YR2018,99.8000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TTO,Trinidad and Tobago,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TON,Tonga,YR2018,99.132568359375,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TGO,Togo,YR2018,50.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TLS,Timor-Leste,YR2018,85.3814010620117,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,THA,Thailand,YR2018,99.8199996948242,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TZA,Tanzania,YR2018,35.048023223877,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TJK,Tajikistan,YR2018,99.3000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SYR,Syrian Arab Republic,YR2018,86.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CHE,Switzerland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SWE,Sweden,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SUR,Suriname,YR2018,97.4000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SDN,Sudan,YR2018,52.4470024108887,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,VCT,St. Vincent and the Grenadines,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MAF,St. Martin (French part),YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LCA,St. Lucia,YR2018,98.8773956298828,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KNA,St. Kitts and Nevis,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LKA,Sri Lanka,YR2018,99.5648727416992,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ESP,Spain,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SSD,South Sudan,YR2018,6.17316961288452,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ZAF,South Africa,YR2018,84.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SOM,Somalia,YR2018,50.7649765014648,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SLB,Solomon Islands,YR2018,66.1797637939453,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SVN,Slovenia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SVK,Slovak Republic,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SXM,Sint Maarten (Dutch part),YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SGP,Singapore,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SLE,Sierra Leone,YR2018,26.1000003814697,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SYC,Seychelles,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SRB,Serbia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SEN,Senegal,YR2018,66.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SAU,Saudi Arabia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,STP,Sao Tome and Principe,YR2018,71.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SMR,San Marino,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,WSM,Samoa,YR2018,99.9944763183594,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,RWA,Rwanda,YR2018,36.9681510925293,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,RUS,Russian Federation,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ROU,Romania,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,QAT,Qatar,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PRI,Puerto Rico,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PRT,Portugal,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,POL,Poland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PHL,Philippines,YR2018,94.4482650756836,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PER,Peru,YR2018,95.1999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PRY,Paraguay,YR2018,99.5999984741211,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PNG,Papua New Guinea,YR2018,55.7273864746094,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PAN,Panama,YR2018,94.9285202026367,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PLW,Palau,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PAK,Pakistan,YR2018,72.7831039428711,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,OMN,Oman,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NOR,Norway,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MNP,Northern Mariana Islands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MKD,North Macedonia,YR2018,99.8000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NGA,Nigeria,YR2018,56.5,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NER,Niger,YR2018,17.6000003814697,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NIC,Nicaragua,YR2018,87.1166763305664,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NZL,New Zealand,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NCL,New Caledonia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NLD,Netherlands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NPL,Nepal,YR2018,93.9199981689453,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NRU,Nauru,YR2018,99.92822265625,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NAM,Namibia,YR2018,54.0028953552246,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MMR,Myanmar,YR2018,66.2272796630859,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MOZ,Mozambique,YR2018,31.1000003814697,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MAR,Morocco,YR2018,98.0999984741211,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MNE,Montenegro,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MNG,Mongolia,YR2018,98.0999984741211,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MCO,Monaco,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MDA,Moldova,YR2018,99.9899978637695,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FSM,"Micronesia, Fed. Sts.",YR2018,79.7029113769531,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MEX,Mexico,YR2018,99.5,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MUS,Mauritius,YR2018,99.448844909668,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MRT,Mauritania,YR2018,44.3121376037598,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MHL,Marshall Islands,YR2018,95.9162902832031,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MLT,Malta,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MLI,Mali,YR2018,50.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MDV,Maldives,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MYS,Malaysia,YR2018,99.9922409057617,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MWI,Malawi,YR2018,18.0200004577637,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MDG,Madagascar,YR2018,36.5,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MAC,"Macao SAR, China",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LUX,Luxembourg,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LTU,Lithuania,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LIE,Liechtenstein,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LBY,Libya,YR2018,67.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LBR,Liberia,YR2018,22.8791332244873,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LSO,Lesotho,YR2018,47.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LBN,Lebanon,YR2018,99.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LVA,Latvia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LAO,Lao PDR,YR2018,97.7971572875977,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KGZ,Kyrgyz Republic,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KWT,Kuwait,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,XKX,Kosovo,YR2018,,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KOR,"Korea, Rep.",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PRK,"Korea, Dem. People's Rep.",YR2018,47.6309547424316,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KIR,Kiribati,YR2018,88.1031646728516,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KEN,Kenya,YR2018,61.2845726013184,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KAZ,Kazakhstan,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,JOR,Jordan,YR2018,99.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,JPN,Japan,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,JAM,Jamaica,YR2018,98.4871215820313,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ITA,Italy,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ISR,Israel,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IMN,Isle of Man,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IRL,Ireland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IRQ,Iraq,YR2018,99.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IRN,"Iran, Islamic Rep.",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IDN,Indonesia,YR2018,98.5100021362305,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IND,India,YR2018,95.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ISL,Iceland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HUN,Hungary,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HKG,"Hong Kong SAR, China",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HND,Honduras,YR2018,91.5999984741211,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HTI,Haiti,YR2018,44.962345123291,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GUY,Guyana,YR2018,91.1983795166016,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GNB,Guinea-Bissau,YR2018,28.4950561523438,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GIN,Guinea,YR2018,45.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GTM,Guatemala,YR2018,94.4292373657227,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GUM,Guam,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GRD,Grenada,YR2018,92.3000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GRL,Greenland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GRC,Greece,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GIB,Gibraltar,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GHA,Ghana,YR2018,80.4000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DEU,Germany,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GEO,Georgia,YR2018,99.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GMB,"Gambia, The",YR2018,60.2999992370605,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GAB,Gabon,YR2018,89.8815155029297,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PYF,French Polynesia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FRA,France,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FIN,Finland,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FJI,Fiji,YR2018,99.3725051879883,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FRO,Faroe Islands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ETH,Ethiopia,YR2018,44.940601348877,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SWZ,Eswatini,YR2018,73.9157791137695,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EST,Estonia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ERI,Eritrea,YR2018,49.7033843994141,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,GNQ,Equatorial Guinea,YR2018,66.4528579711914,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SLV,El Salvador,YR2018,97.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EGY,"Egypt, Arab Rep.",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ECU,Ecuador,YR2018,98.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DOM,Dominican Republic,YR2018,98.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DMA,Dominica,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DJI,Djibouti,YR2018,60.5641860961914,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DNK,Denmark,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CZE,Czechia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CYP,Cyprus,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CUW,Curacao,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CUB,Cuba,YR2018,99.5212097167969,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HRV,Croatia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CIV,Cote d'Ivoire,YR2018,67.1473922729492,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CRI,Costa Rica,YR2018,99.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,COG,"Congo, Rep.",YR2018,47.416675567627,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,COD,"Congo, Dem. Rep.",YR2018,18.5682907104492,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,COM,Comoros,YR2018,81.8589096069336,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,COL,Colombia,YR2018,98.5,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CHN,China,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CHL,Chile,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CHI,Channel Islands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TCD,Chad,YR2018,10.1140403747559,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CAF,Central African Republic,YR2018,14.8423757553101,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CYM,Cayman Islands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CAN,Canada,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CMR,Cameroon,YR2018,62.2000007629395,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,KHM,Cambodia,YR2018,81.0756530761719,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CPV,Cabo Verde,YR2018,90.411750793457,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BDI,Burundi,YR2018,10.8849086761475,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BFA,Burkina Faso,YR2018,14.3999996185303,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BGR,Bulgaria,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BRN,Brunei Darussalam,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,VGB,British Virgin Islands,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BRA,Brazil,YR2018,99.6999969482422,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BWA,Botswana,YR2018,68.2292633056641,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BIH,Bosnia and Herzegovina,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BOL,Bolivia,YR2018,92.8000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BTN,Bhutan,YR2018,99.974365234375,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BMU,Bermuda,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BEN,Benin,YR2018,39.2469177246094,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BLZ,Belize,YR2018,91.7200012207031,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BEL,Belgium,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BLR,Belarus,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BRB,Barbados,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BGD,Bangladesh,YR2018,91.8000030517578,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BHR,Bahrain,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,BHS,"Bahamas, The",YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AZE,Azerbaijan,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AUT,Austria,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AUS,Australia,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ABW,Aruba,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ARM,Armenia,YR2018,99.9000015258789,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ARG,Argentina,YR2018,99.9895782470703,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ATG,Antigua and Barbuda,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AGO,Angola,YR2018,45.2900009155273,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AND,Andorra,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ASM,American Samoa,YR2018,,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,DZA,Algeria,YR2018,99.6978378295898,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ALB,Albania,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AFG,Afghanistan,YR2018,96.6161346435547,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,WLD,World,YR2018,89.5665317255006,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,UMC,Upper middle income,YR2018,99.2369077078769,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TSS,Sub-Saharan Africa (IDA & IBRD countries),YR2018,46.3706722370329,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SSA,Sub-Saharan Africa (excluding high income),YR2018,46.3658594272374,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SSF,Sub-Saharan Africa,YR2018,46.3706722370329,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TSA,South Asia (IDA & IBRD),YR2018,92.713015793386,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SAS,South Asia,YR2018,92.713015793386,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,SST,Small states,YR2018,81.4202504033816,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PRE,Pre-demographic dividend,YR2018,47.1705865273304,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PST,Post-demographic dividend,YR2018,99.9951094289347,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,PSS,Pacific island small states,YR2018,84.5916391786516,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,OSS,Other small states,YR2018,77.2757900827205,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,OED,OECD members,YR2018,99.8976007455723,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,INX,Not classified,YR2018,,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,NAC,North America,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MIC,Middle income,YR2018,92.8904696235987,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TMN,Middle East & North Africa (IDA & IBRD countries),YR2018,95.5896496061122,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MNA,Middle East & North Africa (excluding high income),YR2018,95.6422700598537,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,MEA,Middle East & North Africa,YR2018,96.2830490526466,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LMC,Lower middle income,YR2018,88.0468832451158,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LIC,Low income,YR2018,40.5490839955387,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LMY,Low & middle income,YR2018,87.538438025498,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LDC,Least developed countries: UN classification,YR2018,52.1893993583102,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TLA,Latin America & the Caribbean (IDA & IBRD countries),YR2018,97.7554200036585,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LAC,Latin America & Caribbean (excluding high income),YR2018,97.6121483776992,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LCN,Latin America & Caribbean,YR2018,97.8022655062656,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,LTE,Late-demographic dividend,YR2018,99.3070055271163,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IDA,IDA total,YR2018,58.8797489293883,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IDX,IDA only,YR2018,55.3026984203386,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IDB,IDA blend,YR2018,65.9321070935129,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IBT,IDA & IBRD total,YR2018,87.8933381062652,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,IBD,IBRD only,YR2018,97.7826100874021,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HIC,High income,YR2018,99.9818667011525,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,HPC,Heavily indebted poor countries (HIPC),YR2018,44.2125126513089,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,FCS,Fragile and conflict affected situations,YR2018,55.0336220533594,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EUU,European Union,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TEC,Europe & Central Asia (IDA & IBRD countries),YR2018,99.9836360467292,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ECA,Europe & Central Asia (excluding high income),YR2018,99.9810906511605,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ECS,Europe & Central Asia,YR2018,99.9918353726555,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EMU,Euro area,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,TEA,East Asia & Pacific (IDA & IBRD countries),YR2018,98.2653169595471,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EAP,East Asia & Pacific (excluding high income),YR2018,97.6468051489065,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EAS,East Asia & Pacific,YR2018,97.8737145984247,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,EAR,Early-demographic dividend,YR2018,91.1103260621346,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CEB,Central Europe and the Baltics,YR2018,100.0,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,CSS,Caribbean small states,YR2018,97.6860301364799,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ARB,Arab World,YR2018,88.9107494038454,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AFW,Africa Western and Central,YR2018,51.2597116422012,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,AFE,Africa Eastern and Southern,YR2018,43.061876950924,2018
"access to electricity, % of population",EG.ELC.ACCS.ZS,ZWE,Zimbabwe,YR2019,46.7814750671387,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,ZMB,Zambia,YR2019,43.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,YEM,"Yemen, Rep.",YR2019,72.7510757446289,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,PSE,West Bank and Gaza,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,VIR,Virgin Islands (U.S.),YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,VNM,Vietnam,YR2019,99.4000015258789,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,VEN,"Venezuela, RB",YR2019,99.9768142700195,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,VUT,Vanuatu,YR2019,64.5901870727539,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,UZB,Uzbekistan,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,URY,Uruguay,YR2019,99.9000015258789,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,USA,United States,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,GBR,United Kingdom,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,ARE,United Arab Emirates,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,UKR,Ukraine,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,UGA,Uganda,YR2019,41.2999992370605,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,TUV,Tuvalu,YR2019,99.6999969482422,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,TCA,Turks and Caicos Islands,YR2019,100.0,2019
"access to electricity, % of population",EG.ELC.ACCS.ZS,TKM,Turkmenistan,YR2019,99.9000015258789,2019
